organism_name	intraspecific_name	lineage	genome_assembly_id	taxonomy_id	bioproject	biosample	sra_run_id	ngs_read_file_source	ref_org	isolate_identifiers	selection_notes	lab_name	files_processed
Influenza A virus		Viruses; Riboviria; Orthornavirae; Negarnaviricota; Polyploviricotina; Insthoviricetes; Articulavirales; Orthomyxoviridae; Alphainfluenzavirus; Influenza A virus (A/Puerto Rico/8/1934(H1N1))	EPI_ISL_16886786	211044	PRJNA917703	SAMN32803986	SRR23143771	SRA	No		Circulating flu strain from 2022-2023 flu season	HIVE Lab	ngsQC_HIVE
Influenza A virus		Viruses; Riboviria; Orthornavirae; Negarnaviricota; Polyploviricotina; Insthoviricetes; Articulavirales; Orthomyxoviridae; Alphainfluenzavirus; Influenza A virus (A/Puerto Rico/8/1934(H1N1))	EPI_ISL_16886739	211044	PRJNA917703	SAMN32803951	SRR23143770	SRA	No		Circulating flu strain from 2022-2023 flu season	HIVE Lab	ngsQC_HIVE
Influenza A virus		Viruses; Riboviria; Orthornavirae; Negarnaviricota; Polyploviricotina; Insthoviricetes; Articulavirales; Orthomyxoviridae; Alphainfluenzavirus; Influenza A virus (A/Puerto Rico/8/1934(H1N1))	EPI_ISL_16868583	211044	PRJNA917703	SAMN32803987	SRR23143769	SRA	No		Circulating flu strain from 2022-2023 flu season	HIVE Lab	ngsQC_HIVE
Influenza A virus		Viruses; Riboviria; Orthornavirae; Negarnaviricota; Polyploviricotina; Insthoviricetes; Articulavirales; Orthomyxoviridae; Alphainfluenzavirus; Influenza A virus (A/Puerto Rico/8/1934(H1N1))	EPI_ISL_16868584	211044	PRJNA917703	SAMN32803988	SRR23143768	SRA	No		Circulating flu strain from 2022-2023 flu season	HIVE Lab	ngsQC_HIVE
Influenza A virus		Viruses; Riboviria; Orthornavirae; Negarnaviricota; Polyploviricotina; Insthoviricetes; Articulavirales; Orthomyxoviridae; Alphainfluenzavirus; Influenza A virus (A/Puerto Rico/8/1934(H1N1))	EPI_ISL_16886787	211044	PRJNA917703	SAMN32803989	SRR23143767	SRA	No		Circulating flu strain from 2022-2023 flu season	HIVE Lab	ngsQC_HIVE
Influenza A virus		Viruses; Riboviria; Orthornavirae; Negarnaviricota; Polyploviricotina; Insthoviricetes; Articulavirales; Orthomyxoviridae; Alphainfluenzavirus; Influenza A virus (A/Puerto Rico/8/1934(H1N1))	EPI_ISL_16886715	211044	PRJNA917703	SAMN32803947	SRR23143804	SRA	No		Circulating flu strain from 2022-2023 flu season	HIVE Lab	ngsQC_HIVE
Influenza A virus		Viruses; Riboviria; Orthornavirae; Negarnaviricota; Polyploviricotina; Insthoviricetes; Articulavirales; Orthomyxoviridae; Alphainfluenzavirus; Influenza A virus (A/Puerto Rico/8/1934(H1N1))	EPI_ISL_16886788	211044	PRJNA917703	SAMN32803990	SRR23143766	SRA	No		Circulating flu strain from 2022-2023 flu season	HIVE Lab	ngsQC_HIVE
Influenza A virus		Viruses; Riboviria; Orthornavirae; Negarnaviricota; Polyploviricotina; Insthoviricetes; Articulavirales; Orthomyxoviridae; Alphainfluenzavirus; Influenza A virus (A/Puerto Rico/8/1934(H1N1))	EPI_ISL_16868586	211044	PRJNA917703	SAMN32803992	SRR23143764	SRA	No		Circulating flu strain from 2022-2023 flu season	HIVE Lab	ngsQC_HIVE
Influenza A virus		Viruses; Riboviria; Orthornavirae; Negarnaviricota; Polyploviricotina; Insthoviricetes; Articulavirales; Orthomyxoviridae; Alphainfluenzavirus; Influenza A virus (A/Puerto Rico/8/1934(H1N1))	EPI_ISL_16868565	211044	PRJNA917703	SAMN32803993	SRR23143763	SRA	No		Circulating flu strain from 2022-2023 flu season	HIVE Lab	ngsQC_HIVE
Influenza A virus		Viruses; Riboviria; Orthornavirae; Negarnaviricota; Polyploviricotina; Insthoviricetes; Articulavirales; Orthomyxoviridae; Alphainfluenzavirus; Influenza A virus (A/Puerto Rico/8/1934(H1N1))	EPI_ISL_16868587	211044	PRJNA917703	SAMN32803994	SRR23143762	SRA	No		Circulating flu strain from 2022-2023 flu season	HIVE Lab	ngsQC_HIVE
Influenza A virus		Viruses; Riboviria; Orthornavirae; Negarnaviricota; Polyploviricotina; Insthoviricetes; Articulavirales; Orthomyxoviridae; Alphainfluenzavirus; Influenza A virus (A/Puerto Rico/8/1934(H1N1))	EPI_ISL_16886789	211044	PRJNA917703	SAMN32803995	SRR23143761	SRA	No		Circulating flu strain from 2022-2023 flu season	HIVE Lab	ngsQC_HIVE
Influenza A virus		Viruses; Riboviria; Orthornavirae; Negarnaviricota; Polyploviricotina; Insthoviricetes; Articulavirales; Orthomyxoviridae; Alphainfluenzavirus; Influenza A virus (A/Puerto Rico/8/1934(H1N1))	EPI_ISL_16886832	211044	PRJNA917703	SAMN32803996	SRR23143760	SRA	No		Circulating flu strain from 2022-2023 flu season	HIVE Lab	ngsQC_HIVE
Influenza A virus		Viruses; Riboviria; Orthornavirae; Negarnaviricota; Polyploviricotina; Insthoviricetes; Articulavirales; Orthomyxoviridae; Alphainfluenzavirus; Influenza A virus (A/Puerto Rico/8/1934(H1N1))	EPI_ISL_16886790	211044	PRJNA917703	SAMN32803997	SRR23143758	SRA	No		Circulating flu strain from 2022-2023 flu season	HIVE Lab	ngsQC_HIVE
Influenza A virus		Viruses; Riboviria; Orthornavirae; Negarnaviricota; Polyploviricotina; Insthoviricetes; Articulavirales; Orthomyxoviridae; Alphainfluenzavirus; Influenza A virus (A/Puerto Rico/8/1934(H1N1))	EPI_ISL_16868557	211044	PRJNA917703	SAMN32803953	SRR23143756	SRA	No		Circulating flu strain from 2022-2023 flu season	HIVE Lab	ngsQC_HIVE
Influenza A virus	(A/WA/31872/2022(H3N2))	Viruses; Riboviria; Orthornavirae; Negarnaviricota; Polyploviricotina; Insthoviricetes; Articulavirales; Orthomyxoviridae; Alphainfluenzavirus; Influenza A virus (A/Puerto Rico/8/1934(H1N1))	EPI_ISL_16868571	211044	PRJNA917703	SAMN32803968	SRR23143790	SRA	No		Circulating flu strain from 2022-2023 flu season	HIVE Lab	ngsQC_HIVE
Influenza A virus	(A/WA/07961/2022(H1N1))	Viruses; Riboviria; Orthornavirae; Negarnaviricota; Polyploviricotina; Insthoviricetes; Articulavirales; Orthomyxoviridae; Alphainfluenzavirus; Influenza A virus (A/Puerto Rico/8/1934(H1N1))	EPI_ISL_16868566	211044	PRJNA917703	SAMN32803954	SRR23143755	SRA	No		Circulating flu strain from 2022-2023 flu season	HIVE Lab	ngsQC_HIVE
Influenza A virus	(A/Puerto Rico/8/1934(H1N1))	Viruses; Riboviria; Orthornavirae; Negarnaviricota; Polyploviricotina; Insthoviricetes; Articulavirales; Orthomyxoviridae; Alphainfluenzavirus; Influenza A virus (A/Puerto Rico/8/1934(H1N1))	GCA_000865725.1	211044	PRJEB12890	SAMEA51847918	ERR2096902	SRA	Yes		List of SRA IDs retrieved using search string in SRA 'txid211044[Organism:exp].' The SRA ID was selected based on NCBI search filters Source: RNA, Type: genome, Library layout: paired, Platform: Illumina. Project National Collection of Pathogenic Viruses (NCPV) UK sequences well-characterised, authenticated human pathogenic viruses.	HIVE Lab	ngsQC_HIVE
Influenza A virus		Viruses; Riboviria; Orthornavirae; Negarnaviricota; Polyploviricotina; Insthoviricetes; Articulavirales; Orthomyxoviridae; Alphainfluenzavirus; Influenza A virus (A/Puerto Rico/8/1934(H1N1))	EPI_ISL_16868585	211044	PRJNA917703	SAMN32803991	SRR23143765	SRA	No		Circulating flu strain from 2022-2023 flu season	HIVE Lab	ngsQC_HIVE
Influenza A virus		Viruses; Riboviria; Orthornavirae; Negarnaviricota; Polyploviricotina; Insthoviricetes; Articulavirales; Orthomyxoviridae; Alphainfluenzavirus; Influenza A virus (A/Puerto Rico/8/1934(H1N1))	EPI_ISL_16868567	211044	PRJNA917703	SAMN32803952	SRR23143759	SRA	No		Circulating flu strain from 2022-2023 flu season	HIVE Lab	ngsQC_HIVE
Influenza A virus		Viruses; Riboviria; Orthornavirae; Negarnaviricota; Polyploviricotina; Insthoviricetes; Articulavirales; Orthomyxoviridae; Alphainfluenzavirus; Influenza A virus (A/Puerto Rico/8/1934(H1N1))	EPI_ISL_16886796	211044	PRJNA917703	SAMN32803998	SRR23143757	SRA	No		Circulating flu strain from 2022-2023 flu season	HIVE Lab	ngsQC_HIVE
Marburg marburgvirus	IRF0202 MARV ANGOLA	Viruses; Riboviria; Orthornavirae; Negarnaviricota; Haploviricotina; Monjiviricetes; Mononegavirales; Filoviridae; Marburgvirus; Marburg marburgvirus		11269	PRJNA231221	SAMN16357611	SRR17262089	SRA	No		Belongs to FDA-ARGOS PRJNA231221.	HIVE Lab	ngsQC_HIVE
Marburg marburgvirus	IRF0328 MARV CI67	Viruses; Riboviria; Orthornavirae; Negarnaviricota; Haploviricotina; Monjiviricetes; Mononegavirales; Filoviridae; Marburgvirus; Marburg marburgvirus	FA02SRR17261988	11269	PRJNA231221	SAMN16357615	SRR17261988	SRA	No		Belongs to FDA-ARGOS PRJNA231221.	HIVE Lab	ngsQC_HIVE
Marburg marburgvirus	Musoke	Viruses; Riboviria; Orthornavirae; Negarnaviricota; Haploviricotina; Monjiviricetes; Mononegavirales; Filoviridae; Marburgvirus; Marburg marburgvirus		11269	PRJNA231221	SAMN11077998	SRR10027406	SRA	No		Belongs to FDA-ARGOS PRJNA231221.	HIVE Lab	ngsQC_HIVE
Marburg marburgvirus	Ravn virus/IRF0322 RAVN	Viruses; Riboviria; Orthornavirae; Negarnaviricota; Haploviricotina; Monjiviricetes; Mononegavirales; Filoviridae; Marburgvirus; Marburg marburgvirus		11269	PRJNA231221	SAMN16357614	SRR17262091	SRA	No		Belongs to FDA-ARGOS PRJNA231221.	HIVE Lab	ngsQC_HIVE
Marburg marburgvirus	IRF0296 MARV MUSOKE	Viruses; Riboviria; Orthornavirae; Negarnaviricota; Haploviricotina; Monjiviricetes; Mononegavirales; Filoviridae; Marburgvirus; Marburg marburgvirus		11269	PRJNA231221	SAMN16357613	SRR17262090	SRA	No		Belongs to FDA-ARGOS PRJNA231221.	HIVE Lab	ngsQC_HIVE
Middle East respiratory syndrome related coronavirus	EMC/2012	Viruses; Riboviria; Orthornavirae; Pisuviricota; Pisoniviricetes; Nidovirales; Cornidovirineae; Coronaviridae; Orthocoronavirinae; Betacoronavirus; Merbecovirus; Middle East respiratory syndrome-related coronavirus		1335626	PRJNA231221	SAMN11077994	SRR10017687	SRA	No		Belongs to FDA-ARGOS PRJNA231221.	HIVE Lab	ngsQC_HIVE
Middle East respiratory syndrome related coronavirus	VR-3248SD	Viruses; Riboviria; Orthornavirae; Pisuviricota; Pisoniviricetes; Nidovirales; Cornidovirineae; Coronaviridae; Orthocoronavirinae; Betacoronavirus; Merbecovirus; Middle East respiratory syndrome-related coronavirus		1335626	PRJNA231221	SAMN11077948	SRR10027398	SRA	No		Belongs to FDA-ARGOS PRJNA231221.	HIVE Lab	ngsQC_HIVE
Middle East respiratory syndrome related coronavirus	IRF0021 MERS JOR	Viruses; Riboviria; Orthornavirae; Pisuviricota; Pisoniviricetes; Nidovirales; Cornidovirineae; Coronaviridae; Orthocoronavirinae; Betacoronavirus; Merbecovirus; Middle East respiratory syndrome-related coronavirus		1335626	PRJNA231221	SAMN16357607	SRR17262080	SRA	No		Belongs to FDA-ARGOS PRJNA231221.	HIVE Lab	ngsQC_HIVE
Middle East respiratory syndrome related coronavirus	IRF0038 MERS EMC	Viruses; Riboviria; Orthornavirae; Pisuviricota; Pisoniviricetes; Nidovirales; Cornidovirineae; Coronaviridae; Orthocoronavirinae; Betacoronavirus; Merbecovirus; Middle East respiratory syndrome-related coronavirus		1335626	PRJNA231221	SAMN16357608	SRR17262085	SRA	No		Belongs to FDA-ARGOS PRJNA231221.	HIVE Lab	ngsQC_HIVE
Monkeypox virus	WRAIR 761	Viruses; Varidnaviria; Bamfordvirae; Nucleocytoviricota; Pokkesviricetes; Chitovirales; Poxviridae; Chordopoxvirinae; Orthopoxvirus; Monkeypox virus		10244	PRJNA231221	SAMN11077999	SRR10027401	SRA	No		Belongs to FDA-ARGOS PRJNA231221.	HIVE Lab	ngsQC_HIVE
Monkeypox virus	USA2003	Viruses; Varidnaviria; Bamfordvirae; Nucleocytoviricota; Pokkesviricetes; Chitovirales; Poxviridae; Chordopoxvirinae; Orthopoxvirus; Monkeypox virus		10244	PRJNA231221	SAMN11078000	SRR10017689	SRA	No		Belongs to FDA-ARGOS PRJNA231221.	HIVE Lab	ngsQC_HIVE
Pseudomonas aeruginosa		cellular organisms; Bacteria; Pseudomonadota; Gammaproteobacteria; Pseudomonadales; Pseudomonadaceae; Pseudomonas; Pseudomonas aeruginosa group	GCA_006364735.1	287	PRJNA231221	SAMN11056482	SRR9641503	SRA	No	PDT000526997.1	Belongs to FDA-ARGOS PRJNA231221.	HIVE Lab	ngsQC_HIVE
Pseudomonas aeruginosa		cellular organisms; Bacteria; Pseudomonadota; Gammaproteobacteria; Pseudomonadales; Pseudomonadaceae; Pseudomonas; Pseudomonas aeruginosa group	GCA_003813025.1	287	PRJNA231221	SAMN10163194	SRR8179094	SRA	No	PDT000410175.1	Belongs to FDA-ARGOS PRJNA231221.	HIVE Lab	ngsQC_HIVE
Pseudomonas aeruginosa		cellular organisms; Bacteria; Pseudomonadota; Gammaproteobacteria; Pseudomonadales; Pseudomonadaceae; Pseudomonas; Pseudomonas aeruginosa group	GCA_001471355.2	287	PRJNA231221	SAMN03996297	SRR2821690	SRA	No	PDT000100484.2	Belongs to FDA-ARGOS PRJNA231221.	HIVE Lab	ngsQC_HIVE
Pseudomonas aeruginosa		cellular organisms; Bacteria; Pseudomonadota; Gammaproteobacteria; Pseudomonadales; Pseudomonadaceae; Pseudomonas; Pseudomonas aeruginosa group	GCA_003813025.1	287	PRJNA231221	SAMN10163194	SRR8179091	SRA	No	PDT000410175.1	Belongs to FDA-ARGOS PRJNA231221.	HIVE Lab	ngsQC_HIVE
Pseudomonas aeruginosa		cellular organisms; Bacteria; Pseudomonadota; Gammaproteobacteria; Pseudomonadales; Pseudomonadaceae; Pseudomonas; Pseudomonas aeruginosa group	GCA_003813025.1	287	PRJNA231221	SAMN10163194	SRR8179092	SRA	No	PDT000410175.1	Belongs to FDA-ARGOS PRJNA231221.	HIVE Lab	ngsQC_HIVE
Pseudomonas aeruginosa		cellular organisms; Bacteria; Pseudomonadota; Gammaproteobacteria; Pseudomonadales; Pseudomonadaceae; Pseudomonas; Pseudomonas aeruginosa group	GCA_003813025.1	287	PRJNA231221	SAMN10163194	SRR8179093	SRA	No	PDT000410175.1	Belongs to FDA-ARGOS PRJNA231221.	HIVE Lab	ngsQC_HIVE
Pseudomonas aeruginosa		cellular organisms; Bacteria; Pseudomonadota; Gammaproteobacteria; Pseudomonadales; Pseudomonadaceae; Pseudomonas; Pseudomonas aeruginosa group	GCA_003812885.1	287	PRJNA231221	SAMN10163195	SRR8179113	SRA	No	PDT000410172.1	Belongs to FDA-ARGOS PRJNA231221.	HIVE Lab	ngsQC_HIVE
Pseudomonas aeruginosa		cellular organisms; Bacteria; Pseudomonadota; Gammaproteobacteria; Pseudomonadales; Pseudomonadaceae; Pseudomonas; Pseudomonas aeruginosa group	GCA_003812885.1	287	PRJNA231221	SAMN10163195	SRR8179111	SRA	No	PDT000410172.1	Belongs to FDA-ARGOS PRJNA231221.	HIVE Lab	ngsQC_HIVE
Pseudomonas aeruginosa		cellular organisms; Bacteria; Pseudomonadota; Gammaproteobacteria; Pseudomonadales; Pseudomonadaceae; Pseudomonas; Pseudomonas aeruginosa group	GCA_003812885.1	287	PRJNA231221	SAMN10163195	SRR8179109	SRA	No	PDT000410172.1	Belongs to FDA-ARGOS PRJNA231221.	HIVE Lab	ngsQC_HIVE
Pseudomonas aeruginosa		cellular organisms; Bacteria; Pseudomonadota; Gammaproteobacteria; Pseudomonadales; Pseudomonadaceae; Pseudomonas; Pseudomonas aeruginosa group	GCA_003812885.1	287	PRJNA231221	SAMN10163195	SRR8179110	SRA	No	PDT000410172.1	Belongs to FDA-ARGOS PRJNA231221.	HIVE Lab	ngsQC_HIVE
Pseudomonas aeruginosa		cellular organisms; Bacteria; Pseudomonadota; Gammaproteobacteria; Pseudomonadales; Pseudomonadaceae; Pseudomonas; Pseudomonas aeruginosa group	GCA_003812885.1	287	PRJNA231221	SAMN10163195	SRR8179112	SRA	No	PDT000410172.1	Belongs to FDA-ARGOS PRJNA231221.	HIVE Lab	ngsQC_HIVE
Pseudomonas aeruginosa		cellular organisms; Bacteria; Pseudomonadota; Gammaproteobacteria; Pseudomonadales; Pseudomonadaceae; Pseudomonas; Pseudomonas aeruginosa group	GCA_003812905.1	287	PRJNA231221	SAMN10163177	SRR8178085	SRA	No	PDT000410173.1	Belongs to FDA-ARGOS PRJNA231221.	HIVE Lab	ngsQC_HIVE
Pseudomonas aeruginosa		cellular organisms; Bacteria; Pseudomonadota; Gammaproteobacteria; Pseudomonadales; Pseudomonadaceae; Pseudomonas; Pseudomonas aeruginosa group	GCA_003812905.1	287	PRJNA231221	SAMN10163177	SRR8178086	SRA	No	PDT000410173.1	Belongs to FDA-ARGOS PRJNA231221.	HIVE Lab	ngsQC_HIVE
Pseudomonas aeruginosa		cellular organisms; Bacteria; Pseudomonadota; Gammaproteobacteria; Pseudomonadales; Pseudomonadaceae; Pseudomonas; Pseudomonas aeruginosa group	GCA_003812165.1	287	PRJNA231221	SAMN10163227	SRR8180475	SRA	No	PDT000410171.1	Belongs to FDA-ARGOS PRJNA231221.	HIVE Lab	ngsQC_HIVE
Pseudomonas aeruginosa		cellular organisms; Bacteria; Pseudomonadota; Gammaproteobacteria; Pseudomonadales; Pseudomonadaceae; Pseudomonas; Pseudomonas aeruginosa group	GCA_003812165.1	287	PRJNA231221	SAMN10163227	SRR8180474	SRA	No	PDT000410171.1	Belongs to FDA-ARGOS PRJNA231221.	HIVE Lab	ngsQC_HIVE
Pseudomonas aeruginosa		cellular organisms; Bacteria; Pseudomonadota; Gammaproteobacteria; Pseudomonadales; Pseudomonadaceae; Pseudomonas; Pseudomonas aeruginosa group	GCA_001471355.2	287	PRJNA231221	SAMN03996297	SRR2821689	SRA	No	PDT000100484.2	Belongs to FDA-ARGOS PRJNA231221.	HIVE Lab	ngsQC_HIVE
Pseudomonas aeruginosa		cellular organisms; Bacteria; Pseudomonadota; Gammaproteobacteria; Pseudomonadales; Pseudomonadaceae; Pseudomonas; Pseudomonas aeruginosa group	GCA_001471355.2	287	PRJNA231221	SAMN03996297	SRR2821691	SRA	No	PDT000100484.2	Belongs to FDA-ARGOS PRJNA231221.	HIVE Lab	ngsQC_HIVE
Pseudomonas aeruginosa		cellular organisms; Bacteria; Pseudomonadota; Gammaproteobacteria; Pseudomonadales; Pseudomonadaceae; Pseudomonas; Pseudomonas aeruginosa group	GCA_002206285.2	287	PRJNA231221	SAMN06173353	SRR5427937	SRA	No	PDT000220641.2	Belongs to FDA-ARGOS PRJNA231221.	HIVE Lab	ngsQC_HIVE
Pseudomonas aeruginosa		cellular organisms; Bacteria; Pseudomonadota; Gammaproteobacteria; Pseudomonadales; Pseudomonadaceae; Pseudomonas; Pseudomonas aeruginosa group	GCA_003813005.1	287	PRJNA231221	SAMN10163199	SRR8179284	SRA	No	PDT000410174.1	Belongs to FDA-ARGOS PRJNA231221.	HIVE Lab	ngsQC_HIVE
Pseudomonas aeruginosa		cellular organisms; Bacteria; Pseudomonadota; Gammaproteobacteria; Pseudomonadales; Pseudomonadaceae; Pseudomonas; Pseudomonas aeruginosa group	GCA_003938805.1	287	PRJNA231221	SAMN10163178	SRR8178087	SRA	No	PDT000417773.1	Belongs to FDA-ARGOS PRJNA231221.	HIVE Lab	ngsQC_HIVE
Pseudomonas aeruginosa		cellular organisms; Bacteria; Pseudomonadota; Gammaproteobacteria; Pseudomonadales; Pseudomonadaceae; Pseudomonas; Pseudomonas aeruginosa group	GCA_002206285.2	287	PRJNA231221	SAMN06173353	SRR5427938	SRA	No	PDT000220641.2	Belongs to FDA-ARGOS PRJNA231221.	HIVE Lab	ngsQC_HIVE
Pseudomonas aeruginosa		cellular organisms; Bacteria; Pseudomonadota; Gammaproteobacteria; Pseudomonadales; Pseudomonadaceae; Pseudomonas; Pseudomonas aeruginosa group	GCA_001471435.2	287	PRJNA231221	SAMN03996267	SRR2818401	SRA	No	PDT000100487.2	Belongs to FDA-ARGOS PRJNA231221.	HIVE Lab	ngsQC_HIVE
Pseudomonas aeruginosa		cellular organisms; Bacteria; Pseudomonadota; Gammaproteobacteria; Pseudomonadales; Pseudomonadaceae; Pseudomonas; Pseudomonas aeruginosa group	GCA_001471435.2	287	PRJNA231221	SAMN03996267	SRR2818402	SRA	No	PDT000100487.2	Belongs to FDA-ARGOS PRJNA231221.	HIVE Lab	ngsQC_HIVE
Pseudomonas aeruginosa		cellular organisms; Bacteria; Pseudomonadota; Gammaproteobacteria; Pseudomonadales; Pseudomonadaceae; Pseudomonas; Pseudomonas aeruginosa group	GCA_001471435.2	287	PRJNA231221	SAMN03996267	SRR2818403	SRA	No	PDT000100487.2	Belongs to FDA-ARGOS PRJNA231221.	HIVE Lab	ngsQC_HIVE
Pseudomonas aeruginosa		cellular organisms; Bacteria; Pseudomonadota; Gammaproteobacteria; Pseudomonadales; Pseudomonadaceae; Pseudomonas; Pseudomonas aeruginosa group	GCA_006364795.1	287	PRJNA231221	SAMN10346774	SRR9160467	SRA	No	PDT000526998.1	Belongs to FDA-ARGOS PRJNA231221.	HIVE Lab	ngsQC_HIVE
Pseudomonas aeruginosa		cellular organisms; Bacteria; Pseudomonadota; Gammaproteobacteria; Pseudomonadales; Pseudomonadaceae; Pseudomonas; Pseudomonas aeruginosa group	GCA_016126955.1	287	PRJNA231221	SAMN16357210	SRR12825839	SRA	No	PDT000920794.1	Belongs to FDA-ARGOS PRJNA231221.	HIVE Lab	ngsQC_HIVE
Pseudomonas aeruginosa		cellular organisms; Bacteria; Pseudomonadota; Gammaproteobacteria; Pseudomonadales; Pseudomonadaceae; Pseudomonas; Pseudomonas aeruginosa group	GCA_016126955.1	287	PRJNA231221	SAMN16357210	SRR12825840	SRA	No	PDT000920794.1	Belongs to FDA-ARGOS PRJNA231221.	HIVE Lab	ngsQC_HIVE
Pseudomonas aeruginosa		cellular organisms; Bacteria; Pseudomonadota; Gammaproteobacteria; Pseudomonadales; Pseudomonadaceae; Pseudomonas; Pseudomonas aeruginosa group	GCA_006364735.1	287	PRJNA231221	SAMN11056482	SRR9641502	SRA	No	PDT000526997.1	Belongs to FDA-ARGOS PRJNA231221.	HIVE Lab	ngsQC_HIVE
Pseudomonas aeruginosa		cellular organisms; Bacteria; Pseudomonadota; Gammaproteobacteria; Pseudomonadales; Pseudomonadaceae; Pseudomonas; Pseudomonas aeruginosa group	GCA_006364795.1	287	PRJNA231221	SAMN10346774	SRR9160466	SRA	No	PDT000526998.1	Belongs to FDA-ARGOS PRJNA231221.	HIVE Lab	ngsQC_HIVE
Pseudomonas aeruginosa		cellular organisms; Bacteria; Pseudomonadota; Gammaproteobacteria; Pseudomonadales; Pseudomonadaceae; Pseudomonas; Pseudomonas aeruginosa group	GCA_003938805.1	287	PRJNA231221	SAMN10163178	SRR8178088	SRA	No	PDT000417773.1	Belongs to FDA-ARGOS PRJNA231221.	HIVE Lab	ngsQC_HIVE
Pseudomonas aeruginosa		cellular organisms; Bacteria; Pseudomonadota; Gammaproteobacteria; Pseudomonadales; Pseudomonadaceae; Pseudomonas; Pseudomonas aeruginosa group	GCA_003813005.1	287	PRJNA231221	SAMN10163199	SRR8179283	SRA	No	PDT000410174.1	Belongs to FDA-ARGOS PRJNA231221.	HIVE Lab	ngsQC_HIVE
Salmonella enterica	Houtenae	Bacteria; Proteobacteria; Gammaproteobacteria; Enterobacterales; Enterobacteriaceae; Salmonella; Salmonella enterica subsp. houtenae	GCA_001188155.2	1173947	PRJNA231221	SAMN03255435	SRR1950252	SRA	No	PDT000077174.2	Belongs to FDA-ARGOS PRJNA231221.	HIVE Lab	ngsQC_HIVE
Salmonella enterica	Bredeney	Bacteria; Proteobacteria; Gammaproteobacteria; Enterobacterales; Enterobacteriaceae; Salmonella; Salmonella enterica subsp. enterica serovar Bredeney	GCA_002206165.2	134047	PRJNA231221	SAMN06173327	SRR5417088	SRA	No	PDT000220627.2	Belongs to FDA-ARGOS PRJNA231221.	HIVE Lab	ngsQC_HIVE
Salmonella enterica	Houtenae	Bacteria; Proteobacteria; Gammaproteobacteria; Enterobacterales; Enterobacteriaceae; Salmonella; Salmonella enterica subsp. houtenae	GCA_001188155.2	1173947	PRJNA231221	SAMN03255435	SRR1950253	SRA	No	PDT000077174.2	Belongs to FDA-ARGOS PRJNA231221.	HIVE Lab	ngsQC_HIVE
Salmonella enterica	Typhimurium	Bacteria; Proteobacteria; Gammaproteobacteria; Enterobacterales; Enterobacteriaceae; Salmonella; Salmonella enterica subsp. enterica serovar Typhimurium	GCA_002983965.1	90371	PRJNA231221	SAMN06173333	SRR5409210	SRA	No	PDT000294367.1	Belongs to FDA-ARGOS PRJNA231221.	HIVE Lab	ngsQC_HIVE
Salmonella enterica	Typhimurium	Bacteria; Proteobacteria; Gammaproteobacteria; Enterobacterales; Enterobacteriaceae; Salmonella; Salmonella enterica subsp. enterica serovar Typhimurium	GCA_002983965.1	90371	PRJNA231221	SAMN06173333	SRR5409211	SRA	No	PDT000294367.1	Belongs to FDA-ARGOS PRJNA231221.	HIVE Lab	ngsQC_HIVE
Salmonella enterica	Typhimurium	Bacteria; Proteobacteria; Gammaproteobacteria; Enterobacterales; Enterobacteriaceae; Salmonella; Salmonella enterica subsp. enterica serovar Typhimurium	GCA_002984285.1	90371	PRJNA231221	SAMN06173330	SRR5417094	SRA	No	PDT000294369.1	Belongs to FDA-ARGOS PRJNA231221.	HIVE Lab	ngsQC_HIVE
Salmonella enterica	Typhimurium	Bacteria; Proteobacteria; Gammaproteobacteria; Enterobacterales; Enterobacteriaceae; Salmonella; Salmonella enterica subsp. enterica serovar Typhimurium	GCA_002984285.1	28901	PRJNA231221	SAMN06173330	SRR5417093	SRA	No	PDT000294369.1	Belongs to FDA-ARGOS PRJNA231221.	HIVE Lab	ngsQC_HIVE
Salmonella enterica		Bacteria; Proteobacteria; Gammaproteobacteria; Enterobacterales; Enterobacteriaceae; Salmonella; Salmonella enterica	GCA_016026715.1	28901	PRJNA231221	SAMN13450458	SRR12046724	SRA	No	PDT000913816.1	Belongs to FDA-ARGOS PRJNA231221.	HIVE Lab	ngsQC_HIVE
Salmonella enterica	Bredeney	Bacteria; Proteobacteria; Gammaproteobacteria; Enterobacterales; Enterobacteriaceae; Salmonella; Salmonella enterica subsp. enterica serovar Bredeney	GCA_002206165.2	134047	PRJNA231221	SAMN06173327	SRR5417087	SRA	No	PDT000220627.2	Belongs to FDA-ARGOS PRJNA231221.	HIVE Lab	ngsQC_HIVE
Salmonella enterica		Bacteria; Proteobacteria; Gammaproteobacteria; Enterobacterales; Enterobacteriaceae; Salmonella; Salmonella enterica	GCA_016026715.1	28901	PRJNA231221	SAMN13450458	SRR12046725	SRA	No	PDT000913816.1	Belongs to FDA-ARGOS PRJNA231221.	HIVE Lab	ngsQC_HIVE
Salmonella enterica		Bacteria; Proteobacteria; Gammaproteobacteria; Enterobacterales; Enterobacteriaceae; Salmonella; Salmonella enterica	GCA_009729895.1	28901	PRJNA231221	SAMN11056425	SRR9172096	SRA	No	PDT000640546.1	Belongs to FDA-ARGOS PRJNA231221.	HIVE Lab	ngsQC_HIVE
