organism_name	infraspecific_name	assembled_genome_acc	genome_assembly_id	representative_genome_acc	representative_genome_org	representative_genome_uniprot_acc	lineage	taxonomy_id	bco_id	schema_version	analysis_platform	analysis_platform_object_id	assembly_file_source	genomic_section	num_chromosomes	num_genes	assembly_gc_content	length	size_gaps	size_contigs	contig_percentile	contig_momentum	coverage_contigs	cnt_contigs	coverage_gaps	cnt_gaps	gap_percentile	genome_coverage	n50	n75	n90	n95	l50	l75	l90	l95	phred_average	count_major_mutations	count_major_indels	mutation_momentum	indels_momentum	major_mutation_momentum	major_indels_momentum	alignment_anisotropy	overhang_momentum	aligned_momentum	entropic_momentum	reads_unaligned	percent_reads_unaligned	percent_reads_aligned	reads_aligned	assembly_level	rpkm
Staphylococcus hominis		NZ_JAEKFX010000012	GCF_016623665.1	GCF_003042335.1	Staphylococcus hominis	UP000241540	Bacteria; Bacillati; Bacillota; Bacilli; Bacillales; Staphylococcaceae; Staphylococcus	1290	ARGOS_000089	v1.6	HIVE	300429	NCBI	contig	0	2,739	31.73%	1018145	0	1018145	100.00%	470.649883	470	1	0	0	0.00%	470	1018145	1018145	1018145	1018145	1	1	1	1	28.428838	9	5	0.010534	3.36E-03	0.705324	0.006424	36.3451	139.499058	0.707711	0.912171	517652	5.10%	36.59%	3710949	Scaffold	378.735198
Staphylococcus hominis		NZ_JAEKFX010000011	GCF_016623665.1	GCF_003042335.1	Staphylococcus hominis	UP000241540	Bacteria; Bacillati; Bacillota; Bacilli; Bacillales; Staphylococcaceae; Staphylococcus	1290	ARGOS_000089	v1.6	HIVE	300429	NCBI	contig	0	2,739	31.64%	151079	0	151079	100.00%	397.987278	397	1	0	0	0.00%	397	151079	151079	151079	151079	1	1	1	1	25.642181	8	75	0.012819	6.82E-04	0.696125	0.101077	36.770762	33.764942	0.667122	0.883234	517652	5.10%	4.30%	435598	Scaffold	299.600195
Staphylococcus hominis		NZ_JAEKFX010000010	GCF_016623665.1	GCF_003042335.1	Staphylococcus hominis	UP000241540	Bacteria; Bacillati; Bacillota; Bacilli; Bacillales; Staphylococcaceae; Staphylococcus	1290	ARGOS_000089	v1.6	HIVE	300429	NCBI	contig	0	2,739	38.57%	24406	0	24406	100.00%	132.663771	132	1	0	0	0.00%	132	24406	24406	24406	24406	1	1	1	1	0	1	44	0.022851	0.000207	0.517	0.056383	37.363271	17.584291	0.464482	0.833821	517652	5.10%	0.16%	16217	Scaffold	69.045317
Staphylococcus hominis		NZ_JAEKFX010000009	GCF_016623665.1	GCF_003042335.1	Staphylococcus hominis	UP000241540	Bacteria; Bacillati; Bacillota; Bacilli; Bacillales; Staphylococcaceae; Staphylococcus	1290	ARGOS_000089	v1.6	HIVE	300429	NCBI	contig	0	2,739	34.06%	28806	0	28806	100.00%	203.547768	203	1	0	0	0.00%	203	28806	28806	28806	28806	1	1	1	1	0	4	34	0.017537	0.000205	0.68	0.057263	38.213671	11.248497	0.586567	0.864304	517652	5.10%	0.35%	35870	Scaffold	129.39239
Staphylococcus hominis		NZ_JAEKFX010000008	GCF_016623665.1	GCF_003042335.1	Staphylococcus hominis	UP000241540	Bacteria; Bacillati; Bacillota; Bacilli; Bacillales; Staphylococcaceae; Staphylococcus	1290	ARGOS_000089	v1.6	HIVE	300429	NCBI	contig	0	2,739	30.89%	25025	0	25025	100.00%	140.535744	140	1	0	0	0.00%	140	25025	25025	25025	25025	1	1	1	1	0	5	33	0.017353	0.000172	0.5412	0.039878	37.75009	11.50254	0.608765	0.876263	517652	5.10%	0.21%	21033	Scaffold	87.334824
Staphylococcus hominis		NZ_JAEKFX010000007	GCF_016623665.1	GCF_003042335.1	Staphylococcus hominis	UP000241540	Bacteria; Bacillati; Bacillota; Bacilli; Bacillales; Staphylococcaceae; Staphylococcus	1290	ARGOS_000089	v1.6	HIVE	300429	NCBI	contig	0	2,739	28.27%	11280	0	11280	100.00%	142.773848	142	1	0	0	0.00%	142	11280	11280	11280	11280	1	1	1	1	0	2	20	0.027553	0.000123	0.6955	0.030702	39.41711	7.231481	0.567533	0.894833	517652	5.10%	0.06%	6128	Scaffold	56.450783
Staphylococcus hominis		NZ_JAEKFX010000006	GCF_016623665.1	GCF_003042335.1	Staphylococcus hominis	UP000241540	Bacteria; Bacillati; Bacillota; Bacilli; Bacillales; Staphylococcaceae; Staphylococcus	1290	ARGOS_000089	v1.6	HIVE	300429	NCBI	contig	0	2,739	31.11%	240436	0	240436	100.00%	445.306368	445	1	0	0	0.00%	445	240436	240436	240436	240436	1	1	1	1	26.578549	3	49	0.011738	9.68E-04	0.69	0.073028	36.538368	40.696012	0.701651	0.901582	517652	5.10%	7.59%	770188	Scaffold	332.856904
Staphylococcus hominis		NZ_JAEKFX010000005	GCF_016623665.1	GCF_003042335.1	Staphylococcus hominis	UP000241540	Bacteria; Bacillati; Bacillota; Bacilli; Bacillales; Staphylococcaceae; Staphylococcus	1290	ARGOS_000089	v1.6	HIVE	300429	NCBI	contig	0	2,739	28.59%	24912	0	24912	100.00%	223.861472	223	1	0	0	0.00%	223	24912	24912	24912	24912	1	1	1	1	0	5	47	0.020564	0.00018	0.6044	0.058965	40.435092	9.85923	0.651225	0.876478	517652	5.10%	0.50%	50881	Scaffold	212.230286
Staphylococcus hominis		NZ_JAEKFX010000004	GCF_016623665.1	GCF_003042335.1	Staphylococcus hominis	UP000241540	Bacteria; Bacillati; Bacillota; Bacilli; Bacillales; Staphylococcaceae; Staphylococcus	1290	ARGOS_000089	v1.6	HIVE	300429	NCBI	contig	0	2,739	32.16%	25820	0	25820	100.00%	180.240705	180	1	0	0	0.00%	180	25820	25820	25820	25820	1	1	1	1	25.555693	3	37	0.013472	1.20E-04	1	0.047949	37.579899	7.486838	0.612402	0.886986	517652	5.10%	0.33%	32961	Scaffold	132.649146
Staphylococcus hominis		NZ_JAEKFX010000003	GCF_016623665.1	GCF_003042335.1	Staphylococcus hominis	UP000241540	Bacteria; Bacillati; Bacillota; Bacilli; Bacillales; Staphylococcaceae; Staphylococcus	1290	ARGOS_000089	v1.6	HIVE	300429	NCBI	contig	0	2,739	32.17%	182559	0	182559	100.00%	445.208376	445	1	0	0	0.00%	445	182559	182559	182559	182559	1	1	1	1	26.57543	13	45	0.012166	0.000743	0.576923	0.058326	36.474208	32.03093	0.701789	0.887991	517652	5.10%	5.74%	581717	Scaffold	331.107351
Staphylococcus hominis		NZ_JAEKFX010000002	GCF_016623665.1	GCF_003042335.1	Staphylococcus hominis	UP000241540	Bacteria; Bacillati; Bacillota; Bacilli; Bacillales; Staphylococcaceae; Staphylococcus	1290	ARGOS_000089	v1.6	HIVE	300429	NCBI	contig	0	2,739	30.76%	340217	0	340217	100.00%	458.148464	458	1	0	0	0.00%	458	340217	340217	340217	340217	1	1	1	1	28.020284	14	52	0.011084	0.0012	0.758643	0.069382	36.452226	52.938512	0.691925	0.906073	517652	5.10%	11.40%	1155655	Scaffold	352.965703
Staphylococcus hominis		NZ_JAEKFX010000001	GCF_016623665.1	GCF_003042335.1	Staphylococcus hominis	UP000241540	Bacteria; Bacillati; Bacillota; Bacilli; Bacillales; Staphylococcaceae; Staphylococcus	1290	ARGOS_000089	v1.6	HIVE	300429	NCBI	contig	0	2,739	32.06%	419642	0	419642	100.00%	530.590456	530	1	0	0	0.00%	530	419642	419642	419642	419642	1	1	1	1	28.129558	2	4	0.010946	0.001437	0.52625	0.004836	36.36814	60.987289	0.69545	0.903613	517652	5.10%	17.89%	1813832	Scaffold	449.136579
Staphylococcus hominis		NZ_JAEKFX010000014	GCF_016623665.1	GCF_003042335.1	Staphylococcus hominis	UP000241540	Bacteria; Bacillati; Bacillota; Bacilli; Bacillales; Staphylococcaceae; Staphylococcus	1290	ARGOS_000089	v1.6	HIVE	300429	NCBI	contig	0	2,739	29.20%	23825	0	23825	100.00%	538.445456	538	1	0	0	0.00%	538	23825	23825	23825	23825	1	1	1	1	25.390556	13	31	0.01666	0.000111	0.573438	0.0428	38.231312	6.84968	0.615501	0.88436	517652	5.10%	1.31%	132920	Scaffold	579.719273
Staphylococcus hominis		NZ_JAEKFX010000018	GCF_016623665.1	GCF_003042335.1	Staphylococcus hominis	UP000241540	Bacteria; Bacillati; Bacillota; Bacilli; Bacillales; Staphylococcaceae; Staphylococcus	1290	ARGOS_000089	v1.6	HIVE	300429	NCBI	plasmid unnamed4	0	2,739	33.33%	1251	0	1251	100.00%	1320.74341	1320	1	0	0	0.00%	1320	1251	1251	1251	1251	1	1	1	1	35.952038	0	0	0.009882	0.00E+00	0	0	37.413269	0.000766	0.967613	0.971934	517652	5.10%	0.32%	32156	Scaffold	2670.9455
Staphylococcus hominis		NZ_JAEKFX010000017	GCF_016623665.1	GCF_003042335.1	Staphylococcus hominis	UP000241540	Bacteria; Bacillati; Bacillota; Bacilli; Bacillales; Staphylococcaceae; Staphylococcus	1290	ARGOS_000089	v1.6	HIVE	300429	NCBI	plasmid unnamed3	0	2,739	29.43%	3785	0	3785	100.00%	1708.86024	1708	1	0	0	0.00%	1708	3785	3785	3785	3785	1	1	1	1	35.713606	0	0	0.011327	0	0	0	36.651519	0.01774	0.864514	0.962235	517652	5.10%	1.39%	140817	Scaffold	3865.89024
Staphylococcus hominis		NZ_JAEKFX010000016	GCF_016623665.1	GCF_003042335.1	Staphylococcus hominis	UP000241540	Bacteria; Bacillati; Bacillota; Bacilli; Bacillales; Staphylococcaceae; Staphylococcus	1290	ARGOS_000089	v1.6	HIVE	300429	NCBI	plasmid unnamed2	0	2,739	30.85%	2415	0	2415	100.00%	1725.63106	1725	1	0	0	0.00%	1725	2415	2415	2415	2415	1	1	1	1	35.375155	0	0	0.012933	0	0	0	36.941615	0.003754	0.942838	0.966965	517652	5.10%	0.82%	83104	Scaffold	3575.73321
Staphylococcus lugdunensis		NZ_CP014022	GCF_001558775.1	GCF_001546615.1	Staphylococcus lugdunensis	UP000070063	Bacteria; Bacillati; Bacillota; Bacilli; Bacillales; Staphylococcaceae; Staphylococcus	28035	ARGOS_000089	v1.6	HIVE	300411	NCBI	chromosome	1	2,466	33.80%	2571829	0	2571829	100.00%	299.939712	299	1	0	0	0.00%	299	2571829	2571829	2571829	2571829	1	1	1	1	33.04216	0	0	0.004668	6.04E-03	0	0	36.405303	178.926726	0.785772	0.934836	644375	6.00%	94.00%	10101940	Complete Genome	388.82834
Staphylococcus aureus		NZ_JYAP02000005	GCF_001019055.2	GCF_000013425.1	Staphylococcus aureus (strain NCTC 8325 / PS 47)	UP000008816	Bacteria; Bacillati; Bacillota; Bacilli; Bacillales; Staphylococcaceae; Staphylococcus	1280	ARGOS_000089	v1.6	HIVE	297093	NCBI	contig	0	2,841	33.43%	10802	0	10802	100.00%	583.529624	583	1	0	0	0.00%	583	10802	10802	10802	10802	1	1	1	1	28.018222	0	3	0.014943	0.000049	0	0.122695	37.699593	3.140064	0.409233	0.72711	1163817	8.72%	1.05%	140227		1066.05095
Staphylococcus aureus		NZ_JYAP02000004	GCF_001019055.2	GCF_000013425.1	Staphylococcus aureus (strain NCTC 8325 / PS 47)	UP000008816	Bacteria; Bacillati; Bacillota; Bacilli; Bacillales; Staphylococcaceae; Staphylococcus	1280	ARGOS_000089	v1.6	HIVE	297093	NCBI	contig	0	2,841	29.09%	4909	0	4909	100.00%	472.269912	472	1	0	0	0.00%	472	4909	4909	4909	4909	1	1	1	1	34.428601	0	0	0.004536	0.000003	0	0	36.47525	0.126144	0.589793	0.963987	1163817	8.72%	0.39%	52064		870.953546
Staphylococcus aureus		NZ_JYAP02000003	GCF_001019055.2	GCF_000013425.1	Staphylococcus aureus (strain NCTC 8325 / PS 47)	UP000008816	Bacteria; Bacillati; Bacillota; Bacilli; Bacillales; Staphylococcaceae; Staphylococcus	1280	ARGOS_000089	v1.6	HIVE	297093	NCBI	contig	0	2,841	30.31%	2583	0	2583	100.00%	467.401084	467	1	0	0	0.00%	467	2583	2583	2583	2583	1	1	1	1	34.490515	0	0	0.004283	0.000001	0	0	36.534262	0.106334	0.418047	0.964139	1163817	8.72%	0.20%	26779		851.374114
Staphylococcus aureus		NZ_JYAP02000002	GCF_001019055.2	GCF_000013425.1	Staphylococcus aureus (strain NCTC 8325 / PS 47)	UP000008816	Bacteria; Bacillati; Bacillota; Bacilli; Bacillales; Staphylococcaceae; Staphylococcus	1280	ARGOS_000089	v1.6	HIVE	297093	NCBI	contig	0	2,841	35.87%	12654	0	12654	100.00%	618.453137	618	1	0	0	0.00%	618	12654	12654	12654	12654	1	1	1	1	26.246009	3	0	0.014616	0.000061	0.571667	0	36.849218	3.059051	0.477274	0.859497	1163817	8.72%	1.20%	160483		1041.48183
Staphylococcus aureus		NZ_JYAP02000001	GCF_001019055.2	GCF_000013425.1	Staphylococcus aureus (strain NCTC 8325 / PS 47)	UP000008816	Bacteria; Bacillati; Bacillota; Bacilli; Bacillales; Staphylococcaceae; Staphylococcus	1280	ARGOS_000089	v1.6	HIVE	297093	NCBI	contig	0	2,841	32.84%	2813502	0	2813502	100.00%	299.192687	299	1	0	0	0.00%	299	2813502	2813502	2813502	2813502	1	1	1	1	33.548954	28	15	0.004344	0.002809	0.643701	0.777576	36.411459	97.00259	0.712139	0.94505	1163817	8.72%	88.43%	11797705		344.350562
Staphylococcus aureus		NZ_JYAO02000007	GCF_001019065.2	GCF_000013425.1	Staphylococcus aureus (strain NCTC 8325 / PS 47)	UP000008816	Bacteria; Bacillati; Bacillota; Bacilli; Bacillales; Staphylococcaceae; Staphylococcus	1280	ARGOS_000089	v1.6	HIVE	297109	NCBI	contig	0	3,017	28.74%	35086	1893	33193	94.60%	15.61087	16	5	0	1	5.40%	15	32335	32335	32335	33193	1	1	1	5	0	52	243	0.029391	0.000504	0.957712	0.116232	36.597731	13.923677	0.675245	0.9274	167248	85.53%	0.12%	241	Contig	242.732227
Staphylococcus aureus		NZ_JYAO02000006	GCF_001019065.2	GCF_000013425.1	Staphylococcus aureus (strain NCTC 8325 / PS 47)	UP000008816	Bacteria; Bacillati; Bacillota; Bacilli; Bacillales; Staphylococcaceae; Staphylococcus	1280	ARGOS_000089	v1.6	HIVE	297109	NCBI	contig	0	3,017	32.13%	13525	0	13525	100.00%	58.257006	58	1	0	0	0.00%	58	13525	13525	13525	13525	1	1	1	1	0	3	3	0.029315	1.94E-04	0.584333	0.000879	37.469575	5.864503	0.653735	0.988474	167248	85.53%	0.16%	306	Contig	799.518303
Staphylococcus aureus		NZ_JYAO02000005	GCF_001019065.2	GCF_000013425.1	Staphylococcus aureus (strain NCTC 8325 / PS 47)	UP000008816	Bacteria; Bacillati; Bacillota; Bacilli; Bacillales; Staphylococcaceae; Staphylococcus	1280	ARGOS_000089	v1.6	HIVE	297109	NCBI	contig	0	3,017	31.63%	17311	0	17311	100.00%	32.543065	32	1	0	0	0.00%	32	17311	17311	17311	17311	1	1	1	1	0	0	10	0.029558	0.000252	0	0.002946	37.343365	8.906874	0.616848	0.988597	167248	85.53%	0.13%	250	Contig	510.342939
Staphylococcus aureus		NZ_JYAO02000004	GCF_001019065.2	GCF_000013425.1	Staphylococcus aureus (strain NCTC 8325 / PS 47)	UP000008816	Bacteria; Bacillati; Bacillota; Bacilli; Bacillales; Staphylococcaceae; Staphylococcus	1280	ARGOS_000089	v1.6	HIVE	297109	NCBI	contig	0	3,017	32.90%	93603	0	93603	100.00%	87.308494	87	1	0	0	0.00%	87	93603	93603	93603	93603	1	1	1	1	0	2	25	0.027897	1.33E-03	0.7545	0.011778	36.948506	26.61804	0.766504	0.926546	167248	85.53%	1.49%	2909	Contig	1098.24241
Staphylococcus aureus		NZ_JYAO02000003	GCF_001019065.2	GCF_000013425.1	Staphylococcus aureus (strain NCTC 8325 / PS 47)	UP000008816	Bacteria; Bacillati; Bacillota; Bacilli; Bacillales; Staphylococcaceae; Staphylococcus	1280	ARGOS_000089	v1.6	HIVE	297109	NCBI	contig	0	3,017	32.41%	13241	0	13241	100.00%	62.047504	62	1	0	0	0.00%	62	13241	13241	13241	13241	1	1	1	1	0	4	15	0.029536	1.93E-04	0.789	0.004403	37.872593	8.024776	0.525783	0.980495	167248	85.53%	0.20%	396	Contig	1056.86291
Staphylococcus aureus		NZ_JYAO02000002	GCF_001019065.2	GCF_000013425.1	Staphylococcus aureus (strain NCTC 8325 / PS 47)	UP000008816	Bacteria; Bacillati; Bacillota; Bacilli; Bacillales; Staphylococcaceae; Staphylococcus	1280	ARGOS_000089	v1.6	HIVE	297109	NCBI	contig	0	3,017	32.71%	371219	0	371219	100.00%	41.237582	41	1	0	0	0.00%	41	371219	371219	371219	371219	1	1	1	1	0	1	22	0.026111	0.0052	0.77	0.006143	36.720321	94.865318	0.800132	0.97469	167248	85.53%	2.50%	4884	Contig	464.932298
Staphylococcus aureus		NZ_JYAO02000001	GCF_001019065.2	GCF_000013425.1	Staphylococcus aureus (strain NCTC 8325 / PS 47)	UP000008816	Bacteria; Bacillati; Bacillota; Bacilli; Bacillales; Staphylococcaceae; Staphylococcus	1280	ARGOS_000089	v1.6	HIVE	297109	NCBI	contig	0	3,017	32.96%	2468411	0	2468411	100.00%	26.203048	26	1	0	0	0.00%	26	2468411	2468411	2468411	2468411	1	1	1	1	0	28	1745	0.02539	0.034033	0.856179	0.56349	36.623419	589.830322	0.816822	0.984756	167248	85.53%	9.88%	19312	Contig	276.473835
Staphylococcus aureus		NZ_CP026957	GCF_001019125.2	GCF_000013425.1	Staphylococcus aureus (strain NCTC 8325 / PS 47)	UP000008816	Bacteria; Bacillati; Bacillota; Bacilli; Bacillales; Staphylococcaceae; Staphylococcus	1280	ARGOS_000089	v1.6	HIVE	297104	NCBI	chromosome	1	2,796	32.83%	2820631	59	2820572	100.00%	289.019601	289	2	0	1	0.00%	289	1955336	2820572	2820572	2820572	1	2	2	2	33.918441	15	3	0.003931	0.002318	0.798873	1.037108	36.414056	63.051605	0.789268	0.948023	576382	4.77%	95.23%	11498117	Complete Genome	354.5306
Staphylococcus aureus		NZ_JYAS02000006	GCF_001019135.2	GCF_000013425.1	Staphylococcus aureus (strain NCTC 8325 / PS 47)	UP000008816	Bacteria; Bacillati; Bacillota; Bacilli; Bacillales; Staphylococcaceae; Staphylococcus	1280	ARGOS_000089	v1.6	HIVE	297146	NCBI	contig	0	3,110	33.64%	10278	3	10275	99.97%	164.511092	164	1	0	1	0.03%	164	10275	10275	10275	10275	1	1	1	1	32.4962	14	8	0.007639	1.80E-05	0.785143	0.2495	36.763573	0.506997	0.705916	0.93831	235255	1.75%	0.17%	23101	Contig	170.618829
Staphylococcus aureus		NZ_JYAS02000005	GCF_001019135.2	GCF_000013425.1	Staphylococcus aureus (strain NCTC 8325 / PS 47)	UP000008816	Bacteria; Bacillati; Bacillota; Bacilli; Bacillales; Staphylococcaceae; Staphylococcus	1280	ARGOS_000089	v1.6	HIVE	297146	NCBI	contig	0	3,110	29.25%	58471	0	58471	100.00%	370.871783	370	1	0	0	0.00%	370	58471	58471	58471	58471	1	1	1	1	34.280224	14	11	0.005159	0.000037	0.694793	0.312816	36.597082	0.844931	0.913543	0.945593	235255	1.75%	3.51%	471157	Contig	611.68794
Staphylococcus aureus		NZ_JYAS02000004	GCF_001019135.2	GCF_000013425.1	Staphylococcus aureus (strain NCTC 8325 / PS 47)	UP000008816	Bacteria; Bacillati; Bacillota; Bacilli; Bacillales; Staphylococcaceae; Staphylococcus	1280	ARGOS_000089	v1.6	HIVE	297146	NCBI	contig	0	3,110	34.63%	19927	0	19927	100.00%	135.058012	135	1	0	0	0.00%	135	19927	19927	19927	19927	1	1	1	1	27.756561	12	11	0.012289	0.000081	0.612083	0.173029	37.589251	2.394958	0.673693	0.906017	235255	1.75%	0.24%	31757	Contig	120.976869
Staphylococcus aureus		NZ_JYAS02000003	GCF_001019135.2	GCF_000013425.1	Staphylococcus aureus (strain NCTC 8325 / PS 47)	UP000008816	Bacteria; Bacillati; Bacillota; Bacilli; Bacillales; Staphylococcaceae; Staphylococcus	1280	ARGOS_000089	v1.6	HIVE	297146	NCBI	contig	0	3,110	32.62%	461316	0	461316	100.00%	280.904454	280	1	0	0	0.00%	280	461316	461316	461316	461316	1	1	1	1	33.836789	1	1	0.004258	0.000388	0.9675	0.012247	36.411286	4.896925	0.90881	0.94293	235255	1.75%	12.93%	1733550	Contig	285.261161
Staphylococcus aureus		NZ_JYAS02000002	GCF_001019135.2	GCF_000013425.1	Staphylococcus aureus (strain NCTC 8325 / PS 47)	UP000008816	Bacteria; Bacillati; Bacillota; Bacilli; Bacillales; Staphylococcaceae; Staphylococcus	1280	ARGOS_000089	v1.6	HIVE	297146	NCBI	contig	0	3,110	32.44%	552258	0	552258	100.00%	297.774363	297	1	0	0	0.00%	297	552258	552258	552258	552258	1	1	1	1	33.809875	8	7	0.004316	0.00047	0.764038	0.111872	36.42908	5.92617	0.913477	0.944945	235255	1.75%	16.98%	2276904	Contig	312.973449
Staphylococcus aureus		NZ_JYAS02000001	GCF_001019135.2	GCF_000013425.1	Staphylococcus aureus (strain NCTC 8325 / PS 47)	UP000008816	Bacteria; Bacillati; Bacillota; Bacilli; Bacillales; Staphylococcaceae; Staphylococcus	1280	ARGOS_000089	v1.6	HIVE	297146	NCBI	contig	0	3,110	33.15%	1924820	0	1924820	100.00%	310.933688	310	1	0	0	0.00%	310	1924820	1924820	1924820	1924820	1	1	1	1	34.114931	14	6	0.004038	0.001136	0.59315	0.09299	36.416187	13.753637	0.923503	0.950099	235255	1.75%	64.41%	8636850	Contig	340.619923
Staphylococcus aureus		NZ_JYBA02000013	GCF_001019195.2	GCF_000013425.1	Staphylococcus aureus (strain NCTC 8325 / PS 47)	UP000008816	Bacteria; Bacillati; Bacillota; Bacilli; Bacillales; Staphylococcaceae; Staphylococcus	1280	ARGOS_000089	v1.6	HIVE	297291	NCBI	contig	0	3,097	33.42%	1161412	0	1161412	100.00%	316.928256	316	2	0	0	0.00%	316	1161408	1161408	1161408	1161408	1	1	1	1	32.584788	35	16	0.005807	0.001943	0.703069	0.188614	36.420078	101.780296	0.600406	0.939252	370329	2.86%	38.71%	5013407	Contig	343.067936
Staphylococcus aureus		NZ_JYBA02000012	GCF_001019195.2	GCF_000013425.1	Staphylococcus aureus (strain NCTC 8325 / PS 47)	UP000008816	Bacteria; Bacillati; Bacillota; Bacilli; Bacillales; Staphylococcaceae; Staphylococcus	1280	ARGOS_000089	v1.6	HIVE	297291	NCBI	contig	0	3,097	48.75%	3171	0	3171	100.00%	108.994639	108	1	0	0	0.00%	108	3171	3171	3171	3171	1	1	1	1	0	6	16	0.032976	0.000047	0.601833	0.174987	38.39199	4.031479	0.249722	0.94585	370329	2.86%	0.01%	772	Contig	19.348822
Staphylococcus aureus		NZ_JYBA02000011	GCF_001019195.2	GCF_000013425.1	Staphylococcus aureus (strain NCTC 8325 / PS 47)	UP000008816	Bacteria; Bacillati; Bacillota; Bacilli; Bacillales; Staphylococcaceae; Staphylococcus	1280	ARGOS_000089	v1.6	HIVE	297291	NCBI	contig	0	3,097	47.69%	8588	0	8588	100.00%	265.133093	265	1	0	0	0.00%	265	8588	8588	8588	8588	1	1	1	1	21.602934	1	0	0.018953	5.30E-05	0.7981	0	35.782371	4.763502	0.274344	0.878121	370329	2.86%	0.27%	35571	Contig	329.183087
Staphylococcus aureus		NZ_JYBA02000010	GCF_001019195.2	GCF_000013425.1	Staphylococcus aureus (strain NCTC 8325 / PS 47)	UP000008816	Bacteria; Bacillati; Bacillota; Bacilli; Bacillales; Staphylococcaceae; Staphylococcus	1280	ARGOS_000089	v1.6	HIVE	297291	NCBI	contig	0	3,097	35.15%	2990	0	2990	100.00%	185.704348	185	1	0	0	0.00%	185	2990	2990	2990	2990	1	1	1	1	27.196656	0	3	0.011695	1.30E-05	0	0.056523	38.425753	1.407807	0.143413	0.935197	370329	2.86%	0.05%	6271	Contig	166.685986
Staphylococcus aureus		NZ_JYBA02000009	GCF_001019195.2	GCF_000013425.1	Staphylococcus aureus (strain NCTC 8325 / PS 47)	UP000008816	Bacteria; Bacillati; Bacillota; Bacilli; Bacillales; Staphylococcaceae; Staphylococcus	1280	ARGOS_000089	v1.6	HIVE	297291	NCBI	contig	0	3,097	28.77%	32824	0	32824	100.00%	455.498812	455	1	0	0	0.00%	455	32824	32824	32824	32824	1	1	1	1	33.686967	1	1	0.00534	0.000029	0.5791	0.010913	36.434134	1.915698	0.588046	0.936086	370329	2.86%	2.84%	368054	Contig	891.155544
Staphylococcus aureus		NZ_JYBA02000008	GCF_001019195.2	GCF_000013425.1	Staphylococcus aureus (strain NCTC 8325 / PS 47)	UP000008816	Bacteria; Bacillati; Bacillota; Bacilli; Bacillales; Staphylococcaceae; Staphylococcus	1280	ARGOS_000089	v1.6	HIVE	297291	NCBI	contig	0	3,097	33.26%	3172	0	3172	100.00%	178.359395	178	1	0	0	0.00%	178	3172	3172	3172	3172	1	1	1	1	31.174023	5	0	0.008388	7.00E-06	0.796	0	36.778373	0.552207	0.324858	0.911409	370329	2.86%	0.06%	7130	Contig	178.644573
Staphylococcus aureus		NZ_JYBA02000007	GCF_001019195.2	GCF_000013425.1	Staphylococcus aureus (strain NCTC 8325 / PS 47)	UP000008816	Bacteria; Bacillati; Bacillota; Bacilli; Bacillales; Staphylococcaceae; Staphylococcus	1280	ARGOS_000089	v1.6	HIVE	297291	NCBI	contig	0	3,097	30.43%	4160	0	4160	100.00%	130.23774	130	1	0	0	0.00%	130	4160	4160	4160	4160	1	1	1	1	23.669471	7	20	0.017886	0.000028	0.67	0.228244	37.638942	2.929428	0.189708	0.929505	370329	2.86%	0.04%	5657	Contig	108.075269
Staphylococcus aureus		NZ_JYBA02000006	GCF_001019195.2	GCF_000013425.1	Staphylococcus aureus (strain NCTC 8325 / PS 47)	UP000008816	Bacteria; Bacillati; Bacillota; Bacilli; Bacillales; Staphylococcaceae; Staphylococcus	1280	ARGOS_000089	v1.6	HIVE	297291	NCBI	contig	0	3,097	32.57%	277796	0	277796	100.00%	302.339533	302	1	0	0	0.00%	302	277796	277796	277796	277796	1	1	1	1	32.138083	0	0	0.005818	5.02E-04	0	0	36.416356	25.900252	0.576893	0.937186	370329	2.86%	8.27%	1071654	Contig	306.592888
Staphylococcus aureus		NZ_JYBA02000005	GCF_001019195.2	GCF_000013425.1	Staphylococcus aureus (strain NCTC 8325 / PS 47)	UP000008816	Bacteria; Bacillati; Bacillota; Bacilli; Bacillales; Staphylococcaceae; Staphylococcus	1280	ARGOS_000089	v1.6	HIVE	297291	NCBI	contig	0	3,097	32.35%	320925	0	320925	100.00%	282.716613	282	1	0	0	0.00%	282	320925	320925	320925	320925	1	1	1	1	32.215387	0	1	0.005664	0.000571	0	0.011429	36.394385	29.588881	0.593219	0.935421	370329	2.86%	8.75%	1133355	Contig	280.669932
Staphylococcus aureus		NZ_JYBA02000004	GCF_001019195.2	GCF_000013425.1	Staphylococcus aureus (strain NCTC 8325 / PS 47)	UP000008816	Bacteria; Bacillati; Bacillota; Bacilli; Bacillales; Staphylococcaceae; Staphylococcus	1280	ARGOS_000089	v1.6	HIVE	297291	NCBI	contig	0	3,097	33.43%	7340	0	7340	100.00%	181.880245	181	1	0	0	0.00%	181	7340	7340	7340	7340	1	1	1	1	27.616213	1	0	0.011561	0.000031	0.542	0	36.882016	2.888466	0.303293	0.921985	370329	2.86%	0.11%	14333	Contig	155.193853
